prestamo_id,fecha_pago,monto_pagado
P040075,2022-10-27,26972
P000124,2023-02-13,65168
P041874,2023-02-06,59210
P007848,2022-03-04,5626
P040075,2022-07-20,112582
P037087,2022-08-09,52645
P015608,2022-02-21,102480
P029770,2022-11-07,23309
P022100,2022-12-14,32221
P035342,2022-10-23,74324
P016563,2022-11-18,112490
P033384,2022-06-12,49801
P047409,2022-12-01,81914
P044347,2022-10-10,90694
P019234,2022-02-09,34620
P006705,2023-01-08,72608
P038769,2022-05-24,61420
P010943,2022-03-03,9819
P021282,2022-04-16,114661
P024889,2022-05-03,10954
P011792,2022-02-15,105727
P035430,2022-11-13,48534
P037157,2023-02-04,35534
P033911,2022-09-05,55527
P013110,2022-02-22,59273
P013799,2022-06-08,118259
P022429,2022-10-22,73693
P004016,2022-03-27,71571
P015930,2023-02-15,97014
P043880,2022-10-28,115879
P039295,2022-08-09,88491
P021554,2023-02-06,115598
P009576,2022-11-09,60242
P025615,2023-03-02,19134
P012761,2022-08-29,45610
P025330,2022-06-07,38509
P035932,2022-09-14,18186
P019866,2022-10-24,13170
P041600,2022-02-25,106525
P039435,2022-07-21,62992
P025812,2022-03-30,54710
P012548,2022-07-12,94282
P018276,2022-06-06,33072
P031536,2022-05-19,57919
P049389,2022-12-13,84578
P038329,2022-06-06,103404
P017432,2022-03-03,62552
P016097,2022-08-15,58277
P044299,2023-02-03,24976
P029122,2022-11-17,8623
P049481,2022-06-07,91861
P041563,2022-02-13,27304
P008699,2022-08-03,109584
P017469,2022-05-27,70624
P000098,2023-01-31,39657
P023569,2022-06-09,39095
P016294,2023-01-03,33056
P005423,2022-09-18,112657
P002048,2022-07-04,27802
P047262,2023-03-02,66088
P008735,2022-12-04,10983
P046849,2022-12-01,93771
P027769,2022-08-05,5310
P007356,2022-07-22,94575
P013336,2023-02-25,101551
P015657,2022-08-17,82297
P013473,2022-06-06,60904
P012711,2022-09-12,82447
P047742,2022-12-05,71915
P044578,2022-07-27,28732
P010149,2022-10-25,16745
P004285,2023-01-02,115076
P045936,2023-01-30,53637
P022475,2022-12-09,17542
P006452,2022-02-27,7175
P045162,2022-03-11,55428
P026798,2022-05-31,60492
P043568,2023-03-04,21839
P022442,2022-10-19,83337
P040547,2022-03-02,85764
P047205,2022-09-22,44957
P013081,2022-06-05,103319
P007246,2022-02-14,85543
P028327,2023-01-24,88884
P041427,2022-02-23,109377
P005194,2022-03-12,113695
P036638,2022-05-21,87767
P021560,2022-03-30,38772
P009581,2022-07-23,63467
P005644,2022-07-17,76161
P004308,2022-02-01,99905
P018635,2022-11-30,10844
P045935,2022-07-13,55539
P019875,2022-12-13,101509
P042996,2023-01-03,37381
P036325,2022-08-13,77586
P035583,2022-12-28,101540
P019626,2022-10-22,41133
P046846,2022-12-25,59796
P040549,2022-12-11,59481
P021531,2022-09-24,107651
P038995,2022-05-10,117808
P037793,2022-09-21,30900
P034328,2023-01-20,27250
P021917,2022-05-03,99276
P001188,2022-12-07,44359
P044825,2022-07-10,102157
P033827,2022-11-26,90848
P027429,2023-02-21,77692
P003989,2022-10-23,84624
P017985,2022-09-11,30862
P045217,2022-05-28,15906
P014802,2022-06-18,25332
P045157,2022-08-02,96257
P013330,2023-02-06,60845
P000743,2022-09-12,108889
P034963,2022-04-23,73949
P004230,2022-08-17,27465
P005795,2022-06-19,28265
P043187,2022-04-18,31225
P027971,2023-01-16,46381
P007816,2022-02-04,56694
P026224,2023-01-29,116277
P021128,2022-04-02,7605
P003835,2022-07-18,60936
P001363,2022-05-19,20736
P036779,2022-07-18,97322
P037328,2022-09-12,82212
P032281,2022-09-11,17621
P038589,2022-02-09,50707
P026916,2022-07-25,81788
P026612,2022-10-21,116971
P011203,2022-10-06,97369
P003313,2022-02-10,85303
P043532,2022-04-12,59639
P033385,2022-06-14,101866
P014683,2023-03-03,61674
P004284,2023-01-19,30303
P022468,2022-10-23,111843
P046889,2023-02-10,42344
P034265,2022-07-19,63544
P042968,2022-07-25,25096
P040013,2022-11-07,75670
P042145,2022-04-16,25133
P042960,2022-05-02,118146
P044625,2022-03-27,78950
P015673,2022-10-17,41734
P040726,2022-07-24,101745
P005766,2022-12-08,51255
P002174,2022-04-04,118027
P025478,2022-06-19,103100
P019986,2022-11-13,18250
P007131,2022-12-17,57217
P049153,2022-10-11,73841
P002910,2022-12-20,18219
P018012,2022-09-08,108037
P038726,2022-05-20,60910
P014556,2022-09-17,94395
P014402,2022-03-10,18690
P012086,2022-10-22,48273
P043981,2022-07-22,108801
P042037,2022-04-07,80363
P049749,2022-02-26,76319
P010489,2022-08-11,16137
P011456,2022-12-08,61501
P037228,2022-10-24,84128
P019359,2022-05-04,49855
P042431,2022-09-03,110818
P000937,2022-09-22,75519
P028884,2022-07-04,101711
P011207,2022-02-14,41222
P047252,2023-03-01,45101
P036676,2022-03-02,67298
P047232,2023-02-02,90132
P001204,2022-03-20,16939
P044432,2022-06-19,13518
P020851,2022-03-09,58397
P039547,2022-11-28,98891
P017048,2022-06-24,117217
P005032,2022-12-02,102676
P013853,2022-10-10,38552
P005899,2023-01-05,30913
P048536,2022-03-17,21165
P049829,2023-01-03,77306
P027952,2022-04-24,40680
P034409,2022-07-06,39438
P004280,2022-06-17,33064
P027041,2022-12-28,108949
P020203,2022-09-08,50336
P017518,2023-01-06,10568
P009932,2022-10-20,105252
P005016,2022-09-11,116054
P045520,2022-12-29,46996
P032142,2022-04-03,29017
P045336,2022-04-13,108827
P028985,2022-08-17,71289
P033026,2022-02-07,17549
P013087,2022-08-10,94054
P016342,2023-01-21,66298
P013240,2022-11-06,54574
P029548,2022-09-22,110421
P047279,2022-12-12,113400
P019765,2022-12-10,72531
P021495,2022-03-23,22956
P023968,2022-02-21,93773
P030080,2022-02-23,32113
P046994,2022-03-10,68977
P033211,2022-10-05,76793
P035170,2022-02-22,94717
P036683,2022-08-27,8845
P031078,2022-06-23,76285
P034490,2022-12-04,111655
P038655,2022-07-18,117571
P013055,2022-06-18,111137
P029571,2022-12-16,14953
P038486,2022-11-27,34225
P038567,2022-12-23,81465
P004794,2023-01-20,96907
P023800,2022-12-27,94777
P008073,2023-01-18,100206
P038753,2022-08-19,7510
P031182,2022-09-18,22381
P008005,2022-11-02,73446
P021963,2022-09-13,93973
P033059,2022-03-29,38807
P003785,2022-02-19,89812
P000103,2022-05-28,37697
P012509,2023-01-24,31564
P002116,2022-06-30,119462
P005691,2022-09-16,18997
P046203,2022-08-01,19602
P007391,2022-08-02,88819
P032868,2023-01-06,109445
P040465,2022-05-19,57526
P030450,2023-02-18,22816
P037320,2022-07-14,82810
P002367,2023-01-24,25916
P044719,2023-02-04,53027
P018651,2022-11-20,29503
P026954,2022-02-20,32418
P014957,2022-12-05,68604
P039471,2022-02-15,32277
P032155,2022-02-23,86920
P048155,2022-11-01,5388
P016123,2022-09-28,87984
P042065,2022-02-13,76525
P007797,2023-01-26,81596
P035198,2023-03-03,87273
P024876,2022-03-06,58088
P030051,2022-08-08,18398
P012161,2022-03-28,75984
P017874,2022-10-17,86279
P026411,2022-08-23,95149
P036610,2022-10-13,48356
P015560,2023-02-06,69821
P045155,2023-01-17,98782
P014314,2022-04-11,18641
P049260,2023-02-06,102618
P024091,2022-02-13,106676
P047031,2023-01-14,25573
P044903,2022-02-02,96220
P045903,2022-06-06,89678
P006258,2022-07-04,86072
P011544,2022-05-14,17746
P012638,2023-02-01,10314
P010557,2022-05-24,19027
P026631,2022-11-06,81352
P003827,2022-11-16,47960
P000896,2022-02-14,28376
P038548,2022-05-27,31115
P033962,2022-02-03,81960
P015714,2022-03-05,72056
P019884,2023-02-13,95706
P013713,2022-10-09,61520
P028744,2022-06-06,46297
P023904,2022-10-05,7063
P031571,2022-06-27,61137
P036432,2022-12-16,94971
P033304,2022-09-13,10724
P005934,2022-02-13,87423
P023042,2022-11-15,101024
P001441,2022-09-29,15705
P027533,2022-12-19,42647
P006039,2022-03-02,14350
P040411,2023-01-18,52047
P033040,2023-02-03,8270
P038319,2022-07-27,34961
P013115,2022-05-03,61303
P031326,2022-07-29,95479
P008405,2022-10-21,61956
P030156,2022-08-10,17678
P035169,2022-04-08,7080
P000753,2022-04-02,51684
P049618,2023-02-24,119643
P028983,2022-12-28,83065
P021961,2022-04-22,63691
P032781,2022-04-02,99091
P038055,2023-01-08,66832
P037248,2022-11-27,117303
P016029,2022-12-23,59974
P009518,2022-05-26,88945
P023717,2022-02-04,30126
P028489,2023-01-17,83996
P038816,2022-04-27,111601
P014514,2022-02-18,114222
P002955,2022-02-12,58912
P030086,2022-11-17,26640
P032758,2022-03-25,37193
P047091,2022-03-04,45443
P009066,2022-11-19,34228
P023729,2022-02-21,79054
P024412,2022-06-23,9059
P010047,2022-10-13,106882
P030636,2022-12-02,118363
P034722,2023-02-22,82195
P018206,2022-11-10,66309
P041713,2022-04-24,62304
P021432,2022-07-22,84559
P010282,2022-02-21,81511
P019507,2022-03-02,6932
P026546,2022-07-20,62247
P023579,2022-11-16,92657
P016026,2022-07-06,108305
P041145,2022-09-16,32238
P039345,2022-02-08,90046
P047840,2022-05-06,118639
P012193,2023-02-03,106896
P033487,2022-04-09,119740
P001876,2022-08-14,5017
P010600,2022-04-14,42700
P047084,2023-02-12,95414
P032261,2022-09-18,92601
P032409,2023-01-13,62986
P047654,2022-08-30,31937
P033142,2022-04-01,67898
P021971,2023-02-27,50826
P020568,2022-02-10,39746
P029773,2022-04-07,18438
P029298,2022-11-23,52987
P020506,2022-07-03,111082
P036869,2022-11-16,31629
P000713,2023-01-30,35887
P039015,2023-02-17,21014
P036874,2022-06-07,111585
P012049,2022-03-18,53075
P024116,2022-04-06,80845
P035864,2022-04-09,19472
P016059,2022-08-16,48422
P022946,2022-03-15,30338
P001531,2023-02-01,76132
P044610,2023-01-20,55735
P037277,2022-08-05,92946
P005460,2022-11-13,42232
P012497,2022-09-06,34777
P005184,2022-03-01,75835
P003810,2023-02-25,96050
P013988,2022-11-11,23691
P017501,2022-08-09,84452
P004006,2022-06-29,76433
P046066,2022-05-19,52510
P012925,2023-02-23,94667
P002430,2022-02-06,35501
P006789,2022-09-16,30270
P008053,2022-02-17,111350
P024821,2022-04-28,95051
P016774,2022-12-17,19667
P023157,2022-11-30,27144
P012614,2022-08-04,47453
P049595,2022-09-03,84692
P042638,2022-05-24,55688
P030218,2022-02-21,103041
P018509,2023-01-15,60170
P022379,2022-11-07,117753
P044155,2022-07-22,94487
P014738,2022-11-09,37331
P004535,2022-12-04,68843
P036281,2022-05-12,11105
P020488,2022-04-11,53436
P045731,2022-05-28,101892
P028422,2022-11-18,31291
P036663,2022-05-15,50294
P038374,2022-09-19,88864
P029638,2022-03-23,69929
P005693,2022-03-09,6475
P033541,2022-06-11,34474
P026289,2022-11-25,90390
P008782,2022-09-18,76143
P031612,2022-10-01,48427
P038373,2022-03-04,44494
P023324,2022-11-12,83656
P013284,2022-07-28,16889
P042743,2022-08-22,53613
P007798,2022-09-25,76752
P005513,2022-04-25,6273
P034631,2022-10-25,49811
P035371,2022-10-22,36934
P049774,2022-06-01,90081
P042458,2023-02-22,68346
P032927,2022-09-10,88739
P022058,2022-11-17,109984
P007752,2022-02-07,67780
P042140,2022-06-08,55284
P047431,2022-11-17,42026
P034088,2022-05-08,37357
P009362,2022-05-24,13968
P033813,2022-07-07,117434
P015074,2022-06-17,56977
P045979,2022-08-07,69221
P011124,2022-10-09,115853
P005082,2022-10-31,79113
P019003,2022-05-06,91331
P021716,2022-09-03,37480
P017755,2022-09-26,69075
P049032,2022-05-12,117380
P041203,2022-12-27,88855
P044432,2022-06-16,101547
P021285,2022-04-11,24973
P026698,2022-04-28,107658
P047065,2022-09-06,103011
P001475,2022-11-01,76871
P010162,2022-12-11,11994
P045093,2022-08-17,115892
P030515,2022-04-05,66986
P049744,2022-02-04,105657
P000344,2022-05-31,110353
P033605,2022-11-22,32885
P043157,2022-04-19,90971
P044652,2023-01-26,51012
P016364,2022-03-15,9043
P049070,2022-10-28,10429
P036003,2022-04-09,6510
P047084,2022-07-13,92282
P047896,2023-02-14,77698
P043019,2022-11-04,46178
P040773,2022-03-20,50814
P049946,2022-08-21,45632
P012535,2022-12-29,51901
P021399,2022-07-24,99137
P020084,2022-09-11,62071
P038134,2022-08-20,10482
P043740,2022-04-14,33483
P040799,2023-02-19,103931
P045652,2023-01-30,60633
P020091,2023-02-17,102746
P018203,2022-02-04,73178
P023928,2022-09-12,112977
P034003,2022-11-08,85400
P036021,2022-07-12,59920
P031510,2022-02-27,93154
P032034,2022-06-19,98038
P028366,2022-09-23,65317
P035928,2023-01-02,110350
P025470,2022-03-11,5559
P039832,2022-10-01,87096
P032119,2022-10-18,49526
P030424,2022-08-06,93314
P006861,2022-08-01,33769
P025247,2022-11-03,25546
P045513,2022-07-26,70190
P047124,2022-11-12,11541
P028469,2022-06-18,113385
P011998,2023-02-08,21924
P007818,2022-06-28,74947
P045495,2022-04-26,15976
P003395,2022-08-13,54350
P001595,2022-08-30,118763
P029070,2022-12-08,33065
P022152,2022-12-08,65073
P026048,2022-07-10,32620
P040136,2022-09-17,102513
P045355,2022-08-05,65364
P004844,2022-10-05,45162
P027970,2023-02-18,88652
P024998,2023-02-24,88574
P006088,2023-02-27,43476
P043813,2023-02-07,23961
P043765,2023-02-10,97140
P036382,2022-02-20,58391
P022345,2022-10-19,58951
P021328,2022-07-13,66507
P013323,2022-06-10,79203
P022954,2022-10-11,70176
P008004,2022-12-16,86795
P034985,2022-06-07,89463
P031534,2023-02-12,97973
P009282,2023-01-22,38661
P032046,2022-10-28,67945
P008520,2022-05-03,112659
P011530,2022-05-01,29745
P015589,2022-02-21,81652
P005772,2022-08-08,35240
P032837,2023-02-28,24046
P022067,2022-07-26,112582
P028746,2022-05-28,31218
P017885,2022-11-15,10815
P013227,2023-02-08,74042
P010158,2023-01-28,80833
P044986,2022-12-12,93299
P016862,2023-01-21,6263
P001835,2022-10-29,91325
P030688,2022-03-07,14233
P038669,2022-12-24,34378
P018722,2022-07-13,66364
P041316,2022-08-22,28039
P044915,2022-10-05,5344
P031605,2022-12-26,23263
P018508,2022-04-08,84390
P031909,2022-07-17,63455
P012895,2022-10-08,94993
P038254,2022-06-02,73718
P036456,2023-02-26,52921
P024075,2022-07-15,28577
P044527,2022-08-17,31427
P041796,2022-06-11,57455
P011121,2022-04-28,32657
P015954,2022-09-10,115478
P001499,2022-10-16,68971
P042902,2022-03-12,102453
P038412,2022-02-20,104532
P017806,2022-08-07,21524
P031161,2022-07-08,70402
P002781,2022-02-28,40070
P035406,2022-12-22,39300
P043502,2022-04-27,28660
P009227,2022-02-11,25840
P013177,2023-02-04,100159
P003211,2023-01-21,16492
P012522,2022-02-04,28690
P035372,2022-05-13,52832
P029446,2022-12-10,28721
P002076,2022-03-28,76933
P014727,2023-03-02,103561
P042571,2022-04-13,107233
P017686,2022-07-21,78241
P038582,2022-09-29,62736
P011438,2023-02-03,55691
P015928,2022-08-29,50661
P020116,2022-08-16,103026
P049023,2022-08-22,101703
P032573,2022-02-19,59506
P032280,2022-04-26,75054
P025909,2022-03-28,6857
P010859,2022-09-01,115403
P033178,2022-07-31,54555
P004015,2022-12-30,83026
P029331,2022-06-22,50200
P016184,2022-05-09,91217
P001480,2023-01-11,69293
P039043,2022-07-28,44421
P038511,2022-02-15,99373
P003457,2022-05-12,43768
P025447,2022-09-28,62357
P004612,2022-05-01,59439
P014644,2022-10-04,12383
P033763,2023-02-10,110450
P018983,2022-12-18,51270
P048627,2022-08-23,27038
P013979,2022-02-27,95867
P040912,2022-05-06,115382
P042883,2023-02-02,92256
P027556,2022-04-13,69328
P032586,2022-02-11,52392
P043747,2022-06-22,57556
P041389,2022-02-01,23227
P023087,2022-04-25,61047
P007470,2022-11-10,19149
P047180,2022-02-25,52025
P027073,2022-12-16,43178
P043487,2022-05-20,8566
P049291,2022-04-12,34268
P030886,2022-07-07,99770
P010178,2022-11-22,114975
P034674,2022-11-25,40161
P005716,2022-06-04,101208
P042143,2022-12-19,17098
P025890,2022-11-27,77885
P014535,2022-08-24,53371
P032030,2022-08-25,78084
P037508,2022-04-01,53125
P023063,2022-02-26,40774
P032796,2022-12-30,64190
P047232,2022-12-10,66152
P021257,2022-06-23,13030
P000756,2022-10-14,20572
P036928,2022-12-15,47756
P019597,2022-03-29,53276
P011657,2022-11-16,10698
P049120,2022-04-09,12135
P006673,2022-12-03,86131
P014613,2022-12-13,109439
P047214,2022-03-26,65227
P017320,2023-01-17,118050
P048025,2023-02-17,50814
P037568,2022-09-09,85735
P021495,2022-09-26,74332
P006604,2022-02-21,118691
P042837,2022-09-03,98981
P011568,2022-04-18,12935
P010392,2023-02-13,57817
P017307,2022-07-13,118958
P010560,2022-06-21,117712
P028205,2022-02-25,26131
P044718,2023-01-27,24016
P028593,2023-01-23,73611
P043646,2022-05-19,68300
P038335,2022-12-10,52810
P021638,2022-08-17,24152
P043872,2022-10-03,27653
P008379,2022-09-04,38335
P048264,2022-05-10,100960
P027870,2022-12-21,117029
P001514,2022-04-28,22433
P010481,2022-10-06,112832
P045182,2022-12-20,30962
P033827,2023-03-05,107915
P031246,2022-07-15,110038
P047021,2022-06-10,20347
P019360,2022-10-31,115979
P030946,2023-01-01,107828
P025639,2022-09-24,93269
P018877,2022-04-29,12861
P018548,2022-03-22,84193
P044149,2022-04-21,28205
P015959,2022-04-19,31183
P018977,2022-12-24,80272
P046228,2023-02-11,114273
P034946,2022-07-19,91730
P022332,2022-10-03,72546
P025056,2022-06-27,97730
P011348,2022-03-12,29602
P015895,2022-12-02,50029
P046639,2022-03-02,56727
P025113,2023-01-26,16561
P028065,2022-02-23,69392
P042771,2022-02-04,12060
P012697,2022-08-12,64860
P034991,2022-03-22,48950
P014233,2022-11-17,50211
P038490,2022-03-03,58638
P037927,2022-05-03,93378
P041135,2023-02-14,9930
P007470,2022-05-17,40793
P037881,2022-08-07,45771
P021192,2022-12-23,117481
P049611,2023-01-24,51244
P002188,2023-02-28,45514
P023825,2022-05-23,92142
P009015,2022-10-17,56751
P006200,2023-02-21,62337
P017775,2022-08-19,84321
P041886,2022-08-09,101788
P009824,2022-06-10,22651
P003126,2022-03-29,79780
P032401,2022-11-10,46029
P049523,2022-06-25,67320
P019981,2022-02-09,101865
P020687,2022-03-01,91489
P029579,2022-12-21,80041
P008069,2023-02-23,65527
P026057,2022-10-27,101547
P019437,2022-04-28,49665
P042135,2022-08-23,46657
P029607,2022-02-03,20302
P044494,2022-09-19,100760
P036952,2022-11-03,111996
P033063,2022-10-29,77145
P017188,2022-04-18,105551
P040618,2022-02-12,22675
P022272,2022-10-19,104233
P049260,2022-04-22,97299
P006217,2022-04-17,81572
P005374,2022-02-25,52824
P049707,2022-09-09,34745
P006270,2022-06-01,116567
P006023,2022-10-12,52690
P018871,2022-05-06,70416
P047947,2022-07-04,33035
P045777,2022-12-10,97664
P010633,2022-12-06,75587
P024483,2022-08-02,44817
P034763,2022-07-13,14933
P033709,2023-01-04,15953
P004323,2023-01-21,99479
P036806,2022-06-06,103554
P003709,2022-11-04,116304
P012640,2022-06-07,59435
P003646,2022-11-30,98996
P019339,2022-02-06,101787
P042164,2022-05-09,88491
P020695,2022-08-20,97404
P006261,2023-01-06,102802
P003040,2023-02-22,14176
P019134,2022-10-15,102682
P029498,2022-06-23,77299
P013498,2022-08-24,91962
P026558,2022-10-06,36306
P049656,2022-08-22,77219
P025022,2022-02-23,9171
P027736,2022-09-15,104535
P038266,2023-03-07,75076
P046496,2022-07-25,14188
P023090,2023-01-28,103615
P010627,2022-09-16,15664
P028014,2022-02-04,84577
P041554,2022-06-25,75339
P045334,2022-09-14,104319
P042575,2022-07-28,103094
P035172,2022-10-17,48823
P045994,2022-10-05,51560
P020643,2022-04-24,51946
P045690,2022-12-16,119801
P013273,2022-06-17,84098
P039952,2022-10-11,70463
P045609,2023-02-13,31797
P047756,2022-12-31,43661
P018211,2022-08-07,50190
P000808,2022-11-26,9119
P037699,2022-10-10,115302
P027331,2022-04-08,119453
P025521,2022-03-03,65809
P044600,2022-12-27,102744
P014691,2022-11-25,40061
P020438,2022-04-17,9371
P006512,2022-03-20,23165
P031680,2022-04-25,99172
P009255,2022-05-13,29627
P026184,2022-12-07,28379
P012837,2022-03-24,57986
P014166,2022-09-24,39437
P044422,2022-12-15,9607
P016180,2022-12-25,57857
P035374,2022-06-10,46486
P008945,2022-09-01,49147
P029414,2022-11-23,100383
P039344,2022-06-06,119113
P017353,2022-09-03,41900
P012439,2023-01-25,95665
P004011,2022-08-15,13192
P034151,2022-07-11,31518
P005780,2022-10-18,21343
P047369,2022-06-10,30871
P048529,2022-06-30,11559
P004774,2022-12-07,98641
P010892,2022-08-03,62641
P028922,2023-01-12,82097
P037768,2022-07-10,117243
P035300,2023-02-04,20778
P037069,2023-03-03,49553
P029026,2022-12-30,93153
P033730,2023-01-05,45236
P021199,2022-03-31,114560
P022193,2023-02-16,99505
P033641,2022-03-02,75522
P013989,2023-01-27,57970
P044307,2022-09-10,113708
P045294,2023-02-07,41742
P037995,2022-07-30,20544
P044784,2022-03-16,88337
P005175,2022-12-20,88459
P022325,2022-05-31,104600
P021345,2022-10-28,55544
P010809,2022-02-26,92192
P001503,2022-12-03,101448
P030645,2022-06-30,15906
P012161,2022-08-03,27203
P040900,2022-06-04,79620
P049231,2022-10-16,74228
P036805,2022-08-07,74128
P002075,2022-05-19,93035
P033769,2022-05-12,81088
P032803,2022-09-16,40265
P012320,2022-06-20,16934
P045740,2022-06-27,71620
P038095,2022-12-13,39994
P000795,2022-10-25,8725
P043794,2022-03-04,15257
P002632,2022-04-04,55442
P037579,2022-06-07,40222
P034016,2022-10-11,53698
P035230,2022-10-27,51180
P038697,2023-02-19,93907
P030591,2022-10-01,42821
P013246,2022-02-20,47185
P015962,2022-02-28,102587
P019678,2022-10-03,68401
P022356,2022-05-13,88627
P033604,2022-09-22,107912
P011725,2022-06-23,28494
P045081,2022-12-29,63664
P034206,2022-10-02,91962
P035650,2022-08-14,30309
P033134,2022-05-04,101095
P022712,2022-07-28,76554
P010094,2023-02-10,98801
P009278,2023-01-06,73418
P043862,2022-10-09,5806
P041653,2022-02-27,92859
P012780,2022-12-11,22889
P049551,2022-03-31,5456
P003043,2022-02-24,44460
P023135,2022-03-10,103646
P022685,2022-09-26,78283
P041031,2022-04-03,111668
P029174,2022-06-18,66398
P024998,2022-12-03,22199
P042735,2023-02-18,74482
P010808,2022-11-04,39146
P041285,2022-10-03,26103
P022724,2022-02-23,113987
P026157,2022-06-27,99785
P022920,2022-11-27,119757
P002454,2022-06-12,62444
P000803,2022-11-16,18391
P008738,2022-06-03,6286
P025254,2022-09-02,76952
P037365,2023-01-17,7999
P009597,2022-02-28,81039
P033065,2023-02-25,115292
P045059,2023-02-25,113441
P004291,2023-02-24,18013
P013764,2023-01-01,49321
P012221,2022-05-16,111896
P029076,2023-01-02,79448
P043710,2022-06-08,105113
P025156,2022-10-18,36451
P016283,2022-09-23,62179
P016160,2023-01-30,32853
P025428,2022-09-20,54930
P016164,2022-12-31,54538
P040412,2022-12-05,70404
P036533,2022-11-16,91377
P001530,2023-02-20,92385
P008126,2022-12-02,93557
P013274,2022-10-24,119717
P040590,2022-09-21,85983
P017306,2022-11-28,17400
P037562,2022-02-20,14358
P014858,2022-08-24,71984
P037783,2022-03-19,80997
P042325,2022-02-16,117859
P037074,2023-02-20,104216
P010310,2023-02-10,112349
P026403,2023-02-25,41094
P006475,2023-02-26,46678
P044977,2022-12-01,48724
P039719,2022-03-09,40811
P021296,2022-08-14,47680
P005146,2022-12-31,50693
P003769,2022-09-18,48810
P028911,2022-09-05,16830
P029166,2022-04-21,19246
P008161,2022-05-18,92698
P035130,2022-05-12,64015
P005926,2023-03-06,82059
P023404,2022-12-10,90843
P028199,2022-12-24,80262
P018786,2022-08-05,43486
P045562,2022-03-19,71334
P008995,2022-03-01,78282
P009005,2022-03-02,116758
P040161,2022-09-25,36217
P039414,2022-05-06,68820
P034531,2022-05-15,115334
P023716,2022-09-16,16078
P005176,2023-01-09,47965
P032743,2022-03-09,48564
P021462,2022-02-10,107406
P005600,2022-02-15,116325
P019027,2023-01-23,56389
P042415,2022-06-01,55484
P038995,2023-02-11,26439
P043344,2022-12-10,108497
P045177,2022-05-22,54855
P032016,2022-11-09,78700
P000922,2022-03-01,52783
P030489,2022-05-20,35139
P019838,2022-07-28,88041
P033245,2023-01-10,90966
P030878,2022-11-19,23009
P017805,2022-11-30,73259
P037406,2022-08-07,97560
P026654,2023-01-24,95180
P019789,2022-11-22,56402
P022438,2022-10-09,45511
P049611,2022-12-23,105609
P006440,2022-08-11,58315
P015843,2022-08-19,95171
P037770,2022-06-29,75149
P032145,2022-11-16,89442
P026935,2023-01-19,74929
P018157,2022-02-07,76368
P042500,2022-08-06,54699
P047153,2022-03-30,25926
P006388,2022-02-06,114732
P043490,2022-12-13,32016
P041109,2022-12-04,66546
P009530,2022-10-08,43259
P047089,2022-07-24,51461
P001048,2022-08-09,99695
P024010,2022-07-31,102492
P044126,2022-05-14,41899
P024906,2022-12-24,70808
P017877,2022-12-16,79452
P011448,2022-11-02,14913
P012193,2022-06-30,57277
P031153,2023-01-04,56981
P010762,2023-01-12,51425
P043715,2022-05-19,46498
P026628,2022-05-04,14251
P035549,2022-09-13,104834
P042010,2022-10-07,64100
P045536,2022-09-05,50835
P012275,2022-12-17,11102
P046195,2022-12-19,36320
P033977,2022-03-29,82494
P022293,2022-08-14,76691
P021574,2022-06-28,50384
P041431,2022-10-22,22160
P004402,2023-01-25,14804
P013954,2023-02-15,51032
P035648,2022-04-20,79909
P016176,2022-11-05,101612
P014010,2022-03-17,104327
P017982,2023-01-22,18948
P002820,2022-08-02,62103
P004443,2022-10-13,69500
P007735,2022-03-15,33944
P021197,2022-08-03,103412
P024184,2022-12-25,47951
P040875,2023-01-23,48753
P043570,2022-09-15,114344
P011130,2022-04-30,18901
P047076,2022-06-02,11707
P048740,2023-01-08,29856
P004486,2022-05-08,35472
P013745,2023-01-02,70179
P042634,2022-12-22,27413
P005126,2022-03-23,111195
P019314,2022-10-10,96431
P001994,2022-11-18,7690
P010236,2022-05-27,80921
P012946,2022-06-01,100440
P007868,2022-11-08,105053
P040534,2022-07-22,118067
P015698,2022-08-15,90064
P039990,2022-07-23,114803
P001090,2022-08-07,55055
P025050,2022-09-07,18376
P011514,2022-10-11,10201
P005612,2022-02-23,29454
P022113,2022-12-02,105574
P008734,2022-11-03,50426
P018858,2022-08-06,104138
P000861,2023-02-06,56893
P008720,2022-12-02,114395
P034686,2022-07-29,33572
P046086,2022-02-10,18469
P032460,2022-05-27,98123
P027191,2022-08-12,60765
P039927,2022-06-12,24745
P006397,2022-07-16,39985
P031473,2022-09-25,17817
P020502,2022-08-20,112269
P000712,2022-09-27,119301
P025339,2022-11-18,47332
P041306,2022-05-15,31790
P024651,2022-03-08,96262
P043101,2022-07-18,42185
P031648,2023-01-30,88346
P036099,2022-03-22,97687
P047568,2023-01-26,86471
P037974,2023-02-01,99211
P039254,2022-04-28,35458
P034260,2022-03-08,91772
P027422,2022-09-14,47436
P007049,2022-11-20,77215
P033051,2023-02-24,18746
P002256,2023-02-15,45094
P014119,2022-07-13,69127
P035932,2022-04-30,53864
P034541,2022-10-29,62857
P047597,2022-05-23,64456
P011496,2023-01-26,46919
P044266,2023-01-15,111510
P035391,2022-02-01,106814
P014499,2022-07-25,41619
P003170,2023-02-25,35202
P030638,2022-07-31,89622
P027454,2022-08-19,30764
P009250,2023-02-09,30931
P030636,2023-02-08,36139
P007294,2022-02-19,82476
P024023,2022-03-24,76253
P037551,2022-12-19,58428
P044447,2022-04-25,80908
P006558,2022-07-27,88346
P029921,2022-03-15,91455
P005723,2022-05-28,96188
